52,0.018779,0.004742,0.010000,7.705029
51,-0.016653,-0.004205,0.010000,7.705029
51,-0.000409,-0.000103,0.010000,7.705029
52,0.001384,0.000349,0.010000,7.705029
55,0.035652,0.009002,0.010000,7.705029
52,0.099377,0.025093,0.010000,7.705029
51,0.006315,0.001594,0.010000,7.705029
51,-0.010705,-0.002703,0.010000,7.705029
51,0.036456,0.009205,0.010000,7.705029
51,-0.063212,-0.015961,0.010000,7.705029
51,0.027774,0.007013,0.010000,7.705029
51,0.005491,0.001387,0.010000,7.705029
51,-0.059466,-0.015015,0.010000,7.705029
55,-0.051607,-0.013031,0.010000,7.705029
51,0.036539,0.009226,0.990000,7.705029
51,6.228506,1.572698,0.010000,7.705029
51,-0.729640,-0.184234,0.010000,7.705029
51,0.044504,0.011237,0.010000,7.705029
51,0.007226,0.001824,0.010000,7.705029
52,0.011736,0.002963,0.010000,7.705029
52,0.018844,0.004758,0.010000,7.705029
51,0.006331,0.001599,0.010000,7.705029
51,0.053188,0.013430,0.010000,7.705029
51,-0.072753,-0.018370,0.010000,7.705029
51,-0.001139,-0.000288,0.010000,7.705029
51,0.061608,0.015556,0.010000,7.705029
51,0.061534,0.015537,0.010000,7.705029
52,-0.051212,-0.012931,0.010000,7.705029
51,0.035507,0.008966,0.010000,7.705029
52,-0.074373,-0.018779,0.010000,7.705029
51,0.019657,0.004963,0.010000,7.705029
55,0.077885,0.019666,0.010000,7.705029
52,-0.006725,-0.001698,0.010000,7.705029
51,0.006154,0.001554,0.010000,7.705029
52,-0.093373,-0.023577,0.010000,7.705029
52,0.064528,0.016293,0.010000,7.705029
51,0.038122,0.009626,0.010000,7.705029
51,-0.033346,-0.008420,0.010000,7.705029
51,0.039195,0.009897,0.010000,7.705029
51,-0.033475,-0.008453,0.010000,7.705029
52,-0.039718,-0.010029,0.010000,7.705029
51,0.079850,0.020162,0.010000,7.705029
51,0.029259,0.007388,0.010000,7.705029
51,0.031621,0.007984,0.010000,7.705029
51,-0.040076,-0.010119,0.010000,7.705029
52,0.036251,0.009153,0.010000,7.705029
51,0.084319,0.021290,0.010000,7.705029
51,-0.012625,-0.003188,0.010000,7.705029
51,0.025413,0.006417,0.010000,7.705029
51,0.035845,0.009051,0.010000,7.705029
83,0.057134,0.014426,0.010000,7.705029
52,0.046826,0.011823,0.010000,7.705029
52,-0.024495,-0.006185,0.010000,7.705029
51,0.035520,0.008969,0.010000,7.705029
52,0.008313,0.002099,0.010000,7.705029
52,0.011669,0.002946,0.010000,7.705029
51,0.076336,0.019275,0.010000,7.705029
51,-0.030452,-0.007689,0.010000,7.705029
55,0.046362,0.011706,0.010000,7.705029
51,0.044447,0.011223,0.010000,7.705029
51,0.082403,0.020807,0.010000,7.705029
51,0.043984,0.011106,0.010000,7.705029
51,-0.034055,-0.008599,0.010000,7.705029
51,0.095658,0.024154,0.010000,7.705029
51,-0.006480,-0.001636,0.010000,7.705029
51,0.028428,0.007178,0.010000,7.705029
51,0.058031,0.014653,0.010000,7.705029
51,-0.005686,-0.001436,0.010000,7.705029
52,-0.031804,-0.008031,0.010000,7.705029
51,0.032733,0.008265,0.010000,7.705029
51,-0.013901,-0.003510,0.010000,7.705029
51,0.044360,0.011201,0.010000,7.705029
51,0.048587,0.012268,0.010000,7.705029
51,-0.027095,-0.006841,0.010000,7.705029
51,-0.010422,-0.002631,0.010000,7.705029
51,-0.065058,-0.016427,0.010000,7.705029
51,0.005447,0.001375,0.010000,7.705029
51,0.030743,0.007763,0.010000,7.705029
51,0.020166,0.005092,0.010000,7.705029
51,-0.034932,-0.008820,0.010000,7.705029
52,0.046904,0.011843,0.010000,7.705029
51,0.036809,0.009294,0.010000,7.705029
51,0.038225,0.009652,0.010000,7.705029
51,0.041812,0.010558,0.010000,7.705029
51,0.003793,0.000958,0.010000,7.705029
54,0.068529,0.017303,0.010000,7.705029
51,-0.015376,-0.003882,0.010000,7.705029
52,0.025746,0.006501,0.010000,7.705029
52,0.070492,0.017799,0.010000,7.705029
52,-0.024046,-0.006072,0.010000,7.705029
51,-0.022027,-0.005562,0.010000,7.705029
51,0.097962,0.024735,0.010000,7.705029
51,0.034585,0.008733,0.010000,7.705029
51,0.034735,0.008771,0.010000,7.705029
55,0.034717,0.008766,0.010000,7.705029
51,-0.046346,-0.011702,0.010000,7.705029
51,0.089628,0.022631,0.010000,7.705029
51,-0.035818,-0.009044,0.010000,7.705029
51,-0.005608,-0.001416,0.010000,7.705029
51,-0.031814,-0.008033,0.010000,7.705029
54,0.012700,0.003207,0.010000,7.705029
52,-0.004941,-0.001248,0.990000,7.705029
51,7.777592,1.963842,0.010000,7.777592
51,-0.958392,-0.241994,0.010000,7.777592
52,0.143590,0.036256,0.010000,7.777592
55,0.015323,0.003869,0.010000,7.777592
51,0.095517,0.024118,0.010000,7.777592
51,0.049915,0.012603,0.010000,7.777592
51,-0.000946,-0.000239,0.010000,7.777592
52,0.001449,0.000366,0.010000,7.777592
51,0.027979,0.007065,0.010000,7.777592
52,0.069361,0.017514,0.010000,7.777592
