18.933912,0.000000,0.000000
18.933912,0.001612,0.000085
18.933912,0.002418,0.000128
18.933912,0.003223,0.000170
18.933912,0.000806,0.000043
18.933912,0.000806,0.000043
18.933912,0.085421,0.004512
18.933912,0.001612,0.000085
18.933912,0.001612,0.000085
18.933912,0.001612,0.000085
18.933912,0.000000,0.000000
18.933912,0.002418,0.000128
18.933912,0.000000,0.000000
18.933912,0.000000,0.000000
18.933912,0.003223,0.000170
18.933912,0.008864,0.000468
18.933912,0.026593,0.001405
18.933912,0.044322,0.002341
18.933912,0.066886,0.003533
18.933912,0.078974,0.004171
18.933912,0.095092,0.005022
18.933912,0.103956,0.005490
18.933912,0.112015,0.005916
18.933912,0.117656,0.006214
18.933912,0.120879,0.006384
18.933912,0.279634,0.014769
18.933912,0.138608,0.007321
18.933912,0.156337,0.008257
0.032056,0.170037,5.304281
0.032056,0.182125,5.681363
0.032056,0.194212,6.058444
0.032056,0.197436,6.158999
0.032056,0.197436,6.158999
0.032056,0.191795,5.983028
0.032056,0.182125,5.681363
0.032056,0.170842,5.329420
18.395275,0.155531,0.008455
18.395275,0.143443,0.007798
18.395275,0.132161,0.007185
18.395275,0.121685,0.006615
18.395275,0.117656,0.006396
18.395275,0.112015,0.006089
18.395275,0.110403,0.006002
18.395275,0.112821,0.006133
18.395275,0.115238,0.006265
18.395275,0.121685,0.006615
18.395275,0.130549,0.007097
18.395275,0.136996,0.007447
12.366100,0.142637,0.011535
12.366100,0.145055,0.011730
12.366100,0.146667,0.011860
12.366100,0.146667,0.011860
12.366100,0.151502,0.012251
12.366100,0.160366,0.012968
12.366100,0.167619,0.013555
12.366100,0.171648,0.013881
12.366100,0.171648,0.013881
16.815184,0.168425,0.010016
16.815184,0.169231,0.010064
16.815184,0.166813,0.009920
16.815184,0.158755,0.009441
16.815184,0.153919,0.009154
16.815184,0.153919,0.009154
16.815184,0.157143,0.009345
16.815184,0.151502,0.009010
16.815184,0.153114,0.009106
15.808764,0.157143,0.009940
15.808764,0.158755,0.010042
15.808764,0.160366,0.010144
15.808764,0.162784,0.010297
15.808764,0.164396,0.010399
15.808764,0.163590,0.010348
15.808764,0.166007,0.010501
15.808764,0.166813,0.010552
15.808764,0.170842,0.010807
16.664543,0.181319,0.010881
16.664543,0.200659,0.012041
16.664543,0.220000,0.013202
16.664543,0.238535,0.014314
16.664543,0.252234,0.015136
16.664543,0.257875,0.015475
23.484713,0.260293,0.011084
23.484713,0.254652,0.010843
23.484713,0.247399,0.010534
23.484713,0.229670,0.009780
23.484713,0.215165,0.009162
23.484713,0.201465,0.008579
23.484713,0.185348,0.007892
21.904125,0.170037,0.007763
21.904125,0.157949,0.007211
21.904125,0.146667,0.006696
21.904125,0.139414,0.006365
21.904125,0.133773,0.006107
21.904125,0.139414,0.006365
21.904125,0.145861,0.006659
21.904125,0.159560,0.007284
21.904125,0.176484,0.008057
16.216997,0.195018,0.012026
16.216997,0.210330,0.012970
16.216997,0.232088,0.014311
16.216997,0.244982,0.015106
16.216997,0.253846,0.015653
16.216997,0.260293,0.016051
23.361706,0.264322,0.011314
23.361706,0.266740,0.011418
23.361706,0.264322,0.011314
23.361706,0.257070,0.011004
23.361706,0.247399,0.010590
23.361706,0.230476,0.009866
25.278549,0.212747,0.008416
25.278549,0.192601,0.007619
25.278549,0.184542,0.007300
25.278549,0.188571,0.007460
25.278549,0.203883,0.008065
25.278549,0.216777,0.008576
25.278549,0.234506,0.009277
21.998655,0.253040,0.011503
21.998655,0.264322,0.012015
21.998655,0.275604,0.012528
21.998655,0.286081,0.013004
21.998655,0.289304,0.013151
26.282310,0.290916,0.011069
26.282310,0.282857,0.010762
26.282310,0.274799,0.010456
26.282310,0.265128,0.010088
26.282310,0.249817,0.009505
27.685688,0.232088,0.008383
27.685688,0.234506,0.008470
27.685688,0.241758,0.008732
27.685688,0.248205,0.008965
27.685688,0.256264,0.009256
27.685688,0.260293,0.009402
26.247160,0.265934,0.010132
26.247160,0.269963,0.010285
26.247160,0.276410,0.010531
26.247160,0.278828,0.010623
26.247160,0.282857,0.010777
27.061502,0.281245,0.010393
27.061502,0.273187,0.010095
27.061502,0.263516,0.009738
27.061502,0.247399,0.009142
27.061502,0.237729,0.008785
27.061502,0.256264,0.009470
27.943899,0.269963,0.009661
27.943899,0.285275,0.010209
27.943899,0.311868,0.011161
27.943899,0.299780,0.010728
27.943899,0.294139,0.010526
28.811569,0.286081,0.009929
28.811569,0.275604,0.009566
28.811569,0.261905,0.009090
28.811569,0.248205,0.008615
28.811569,0.232088,0.008055
28.811569,0.216777,0.007524
25.203880,0.199048,0.007897
25.203880,0.188571,0.007482
25.203880,0.181319,0.007194
25.203880,0.188571,0.007482
25.203880,0.203883,0.008089
25.203880,0.220000,0.008729
21.657562,0.241758,0.011163
21.657562,0.255458,0.011795
21.657562,0.276410,0.012763
21.657562,0.291722,0.013470
21.657562,0.307033,0.014177
21.657562,0.316703,0.014623
27.924019,0.323150,0.011572
27.924019,0.319121,0.011428
27.924019,0.311062,0.011140
27.924019,0.285275,0.010216
31.620077,0.275604,0.008716
31.620077,0.283663,0.008971
31.620077,0.298974,0.009455
31.620077,0.311868,0.009863
31.620077,0.322344,0.010194
31.807133,0.323956,0.010185
31.807133,0.323150,0.010160
31.807133,0.312674,0.009830
31.807133,0.303810,0.009552
31.807133,0.292527,0.009197
29.667425,0.278022,0.009371
29.667425,0.266740,0.008991
29.667425,0.253846,0.008556
29.667425,0.242564,0.008176
29.667425,0.233700,0.007877
27.281574,0.257875,0.009452
27.281574,0.274799,0.010073
27.281574,0.293333,0.010752
27.281574,0.305421,0.011195
27.281574,0.317509,0.011638
29.789011,0.322344,0.010821
29.789011,0.326374,0.010956
29.789011,0.323956,0.010875
29.789011,0.315092,0.010577
29.789011,0.303810,0.010199
31.422626,0.282857,0.009002
31.422626,0.258681,0.008232
31.422626,0.258681,0.008232
31.422626,0.278022,0.008848
31.422626,0.298169,0.009489
29.809372,0.315897,0.010597
29.809372,0.332821,0.011165
29.809372,0.344103,0.011543
29.809372,0.349744,0.011733
32.599667,0.350549,0.010753
32.599667,0.339267,0.010407
32.599667,0.327985,0.010061
32.599667,0.306227,0.009394
32.599667,0.262711,0.008059
33.033161,0.265128,0.008026
33.033161,0.274799,0.008319
33.033161,0.276410,0.008368
33.033161,0.283663,0.008587
33.033161,0.287692,0.008709
29.638300,0.290916,0.009816
29.638300,0.294139,0.009924
29.638300,0.298974,0.010087
29.638300,0.301392,0.010169
29.638300,0.308645,0.010414
29.227791,0.297363,0.010174
29.227791,0.285275,0.009760
29.227791,0.272381,0.009319
29.227791,0.262711,0.008988
29.227791,0.282051,0.009650
30.325274,0.302198,0.009965
30.325274,0.321538,0.010603
30.325274,0.336850,0.011108
30.325274,0.340879,0.011241
32.480968,0.341685,0.010520
32.480968,0.336044,0.010346
32.480968,0.323150,0.009949
32.480968,0.309451,0.009527
32.480968,0.289304,0.008907
31.452843,0.268352,0.008532
31.452843,0.249817,0.007943
31.452843,0.234506,0.007456
31.452843,0.243370,0.007738
31.452843,0.254652,0.008096
27.355730,0.269963,0.009869
27.355730,0.285275,0.010428
27.355730,0.302198,0.011047
27.355730,0.319121,0.011666
27.355730,0.333626,0.012196
30.148245,0.344908,0.011440
30.148245,0.344908,0.011440
30.148245,0.338462,0.011227
30.148245,0.320733,0.010639
30.148245,0.300586,0.009970
34.015079,0.335238,0.009856
34.015079,0.326374,0.009595
34.015079,0.343297,0.010092
34.015079,0.352967,0.010377
34.752968,0.355385,0.010226
34.752968,0.352161,0.010133
34.752968,0.341685,0.009832
34.752968,0.328791,0.009461
32.743809,0.311868,0.009524
32.743809,0.298169,0.009106
32.743809,0.279634,0.008540
32.743809,0.263516,0.008048
32.743809,0.267546,0.008171
30.166782,0.285275,0.009457
30.166782,0.303004,0.010044
30.166782,0.320733,0.010632
30.166782,0.331209,0.010979
30.166782,0.337656,0.011193
31.827766,0.345714,0.010862
31.827766,0.341685,0.010735
31.827766,0.323956,0.010178
31.827766,0.321538,0.010102
33.178360,0.302198,0.009108
33.178360,0.277216,0.008355
33.178360,0.273187,0.008234
33.178360,0.312674,0.009424
33.178360,0.315092,0.009497
31.592081,0.336850,0.010662
31.592081,0.352967,0.011173
31.592081,0.361026,0.011428
31.592081,0.363443,0.011504
34.136375,0.361026,0.010576
34.136375,0.349744,0.010245
34.136375,0.335238,0.009821
34.136375,0.315092,0.009230
34.578453,0.287692,0.008320
34.578453,0.290110,0.008390
34.578453,0.298169,0.008623
34.578453,0.303810,0.008786
34.578453,0.310256,0.008973
31.781376,0.314286,0.009889
31.781376,0.315092,0.009914
31.781376,0.319927,0.010066
31.781376,0.319927,0.010066
31.781376,0.315092,0.009914
31.098963,0.308645,0.009925
31.098963,0.294945,0.009484
31.098963,0.280440,0.009018
31.098963,0.273993,0.008810
31.495747,0.298974,0.009493
31.495747,0.320733,0.010183
31.495747,0.340073,0.010797
31.495747,0.352161,0.011181
31.495747,0.355385,0.011284
33.688095,0.350549,0.010406
33.688095,0.338462,0.010047
33.688095,0.325568,0.009664
33.688095,0.308645,0.009162
32.548306,0.285275,0.008765
32.548306,0.265128,0.008146
32.548306,0.248205,0.007626
32.548306,0.254652,0.007824
32.548306,0.265128,0.008146
28.727219,0.282051,0.009818
28.727219,0.298974,0.010407
28.727219,0.319121,0.011109
28.727219,0.332821,0.011586
28.727219,0.344908,0.012006
31.450321,0.352967,0.011223
31.450321,0.353773,0.011249
31.450321,0.344103,0.010941
31.450321,0.327180,0.010403
34.891991,0.307839,0.008823
34.891991,0.319927,0.009169
34.891991,0.336850,0.009654
34.891991,0.350549,0.010047
34.891991,0.356996,0.010231
35.268219,0.354579,0.010054
35.268219,0.348132,0.009871
35.268219,0.335238,0.009505
35.268219,0.317509,0.009003
32.483658,0.300586,0.009253
32.483658,0.282857,0.008708
32.483658,0.265934,0.008187
32.483658,0.247399,0.007616
32.483658,0.247399,0.007616
28.591202,0.261099,0.009132
28.591202,0.274799,0.009611
28.591202,0.287692,0.010062
28.591202,0.298169,0.010429
